id,country,region_name,region_code,car_manufacturer,car_model,base_price,tax_rate,tax_amount,total_price,fuel_type,transmission,manufacturing_year,tag,status
CAR-01173,South Africa,Africa,R5,Birkin,S3,21029.92,0.2376,4996.71,26026.63,Hybrid,Manual,2025,Luxury|Commercial,Pending_Launch
CAR-01174,India,Asia,R1,Tata Motors,Harrier,12627.76,0.2692,3399.39,16027.15,Petrol,Automatic,2025,Luxury|Commercial,Pending_Launch
CAR-01175,USA,North America,R3,Tesla,Model S,59380.81,0.2731,16216.9,75597.71,Electric,Automatic,2024,SUV|Commercial|Electric-Vehicle,Pending_Launch
CAR-01176,France,Europe,R2,Peugeot,5008,32041.03,0.1895,6071.78,38112.81,Electric,Automatic,2025,Commercial|Electric-Vehicle,Active
CAR-01177,South Korea,Asia,R1,Kia,Sorento,28026.47,0.228,6390.04,34416.51,Diesel,Automatic,2022,Premium|Commercial,Pending_Launch
CAR-01178,Argentina,South America,R4,Purasangre,Sprint,28626.35,0.2313,6621.27,35247.62,Diesel,Automatic,2025,Commercial|Sedan,Discontinued
CAR-01179,Brazil,South America,R4,Troller,T4,20391.75,0.1023,2086.08,22477.83,Electric,Automatic,2026,Commercial|Electric-Vehicle,Discontinued
CAR-01180,South Korea,Asia,R1,Hyundai,Elantra,14354.1,0.1996,2865.08,17219.18,Hybrid,Automatic,2025,SUV|Economy,Discontinued
CAR-01181,Germany,Europe,R2,Audi,A4,86475.52,0.2273,19655.89,106131.41,Electric,Manual,2023,SUV|Economy|Electric-Vehicle,Active
CAR-01182,Germany,Europe,R2,Mercedes-Benz,C-Class,67197.11,0.2466,16570.81,83767.92,Diesel,Manual,2023,Luxury|Sedan,Active
CAR-01183,India,Asia,R1,Mahindra,Scorpio-N,37079.35,0.2515,9325.46,46404.81,Hybrid,Automatic,2023,Electric-Vehicle|Sedan,Pending_Launch
CAR-01184,South Africa,Africa,R5,Birkin,S3,28308.63,0.2577,7295.13,35603.76,Hybrid,Automatic,2025,Luxury|Sports,Discontinued
CAR-01185,Brazil,South America,R4,Troller,T4,20324.02,0.1514,3077.06,23401.08,Diesel,Automatic,2026,Luxury|Commercial,Active
CAR-01186,Germany,Europe,R2,Volkswagen,Jetta,25919.36,0.101,2617.86,28537.22,Diesel,Automatic,2023,Sports,Pending_Launch
CAR-01187,Egypt,Africa,R5,EGA,7-Series Assy,23966.21,0.1676,4016.74,27982.95,Hybrid,Manual,2025,Luxury|Economy,Pending_Launch
CAR-01188,Japan,Asia,R1,Nissan,Leaf,34557.01,0.1096,3787.45,38344.46,Electric,Manual,2022,Luxury|SUV|Electric-Vehicle,Discontinued
CAR-01189,Australia,Oceania,R6,Holden,Commodore,37641.37,0.123,4629.89,42271.26,Hybrid,Automatic,2023,Sports|Electric-Vehicle,Discontinued
CAR-01190,New Zealand,Oceania,R6,Hulme,CanAm,31923.81,0.276,8810.97,40734.78,Electric,Manual,2026,Luxury|Premium|Electric-Vehicle,Discontinued
CAR-01191,China,Asia,R1,BYD,Atto 3,25774.07,0.2261,5827.52,31601.59,Diesel,Manual,2023,Luxury|Commercial,Active
CAR-01192,India,Asia,R1,Maruti Suzuki,Ertiga,30945.35,0.1464,4530.4,35475.75,Petrol,Automatic,2025,Luxury|Electric-Vehicle,Discontinued
CAR-01193,Argentina,South America,R4,Purasangre,Sprint,34028.9,0.1166,3967.77,37996.67,Electric,Automatic,2025,Economy|Sedan|Electric-Vehicle,Discontinued
CAR-01194,South Korea,Asia,R1,Hyundai,Tucson,22437.12,0.1253,2811.37,25248.49,Petrol,Automatic,2022,Premium|Sedan,Discontinued
CAR-01195,Japan,Asia,R1,Toyota,RAV4,14482.75,0.0803,1162.96,15645.71,Petrol,Manual,2026,SUV,Pending_Launch
CAR-01196,Brazil,South America,R4,Troller,T4,16900.53,0.2042,3451.09,20351.62,Diesel,Manual,2023,Luxury|Premium,Pending_Launch
CAR-01197,Brazil,South America,R4,Troller,T4,30365.56,0.2559,7770.55,38136.11,Diesel,Manual,2022,Commercial|Sedan,Pending_Launch
CAR-01198,China,Asia,R1,Geely,Boyue,14802.15,0.2166,3206.15,18008.3,Diesel,Manual,2024,Electric-Vehicle|Sedan,Pending_Launch
CAR-01199,Egypt,Africa,R5,EGA,7-Series Assy,36544.29,0.2137,7809.51,44353.8,Petrol,Automatic,2023,Economy,Discontinued
CAR-01200,Argentina,South America,R4,Purasangre,Sprint,13524.23,0.2765,3739.45,17263.68,Hybrid,Manual,2024,Premium|Commercial,Pending_Launch
CAR-01201,New Zealand,Oceania,R6,Hulme,CanAm,19346.6,0.1071,2072.02,21418.62,Diesel,Automatic,2025,Luxury|Sedan,Discontinued
CAR-01202,South Korea,Asia,R1,Kia,Sportage,24772.22,0.1443,3574.63,28346.85,Hybrid,Automatic,2022,SUV|Luxury,Discontinued
CAR-01203,New Zealand,Oceania,R6,Hulme,CanAm,36616.28,0.1414,5177.54,41793.82,Diesel,Automatic,2024,Sports|Electric-Vehicle,Active
CAR-01204,Argentina,South America,R4,Purasangre,Sprint,37068.86,0.0905,3354.73,40423.59,Hybrid,Manual,2023,Sports|Electric-Vehicle,Active
CAR-01205,China,Asia,R1,Geely,Emgrand,35201.26,0.2225,7832.28,43033.54,Petrol,Manual,2022,Electric-Vehicle|Sedan,Pending_Launch
CAR-01206,Japan,Asia,R1,Subaru,Outback,35408.34,0.1033,3657.68,39066.02,Electric,Manual,2023,Luxury|Sports|Electric-Vehicle,Discontinued
CAR-01207,Argentina,South America,R4,Purasangre,Sprint,35857.18,0.1604,5751.49,41608.67,Diesel,Manual,2025,Electric-Vehicle,Discontinued
CAR-01208,Canada,North America,R3,Campagna,T-Rex,22639.29,0.082,1856.42,24495.71,Hybrid,Automatic,2024,SUV|Luxury,Discontinued
CAR-01209,India,Asia,R1,Maruti Suzuki,Ertiga,13086.78,0.2334,3054.45,16141.23,Diesel,Manual,2025,Premium,Active
CAR-01210,South Korea,Asia,R1,Hyundai,Creta,20511.84,0.2687,5511.53,26023.37,Electric,Automatic,2024,SUV|Electric-Vehicle,Pending_Launch
CAR-01211,China,Asia,R1,BYD,Seal,33394.81,0.2568,8575.79,41970.6,Petrol,Automatic,2025,Economy|Electric-Vehicle,Active
CAR-01212,Australia,Oceania,R6,Holden,Commodore,17944.77,0.2466,4425.18,22369.95,Diesel,Manual,2025,Commercial,Active
CAR-01213,Brazil,South America,R4,Troller,T4,23492.62,0.2338,5492.57,28985.19,Diesel,Manual,2023,Sports|Premium,Active
CAR-01214,Mexico,North America,R3,Mastretta,MXT,21103.05,0.1201,2534.48,23637.53,Petrol,Automatic,2022,Luxury|Sedan,Pending_Launch
CAR-01215,Italy,Europe,R2,Fiat,Tipo,17052.82,0.2116,3608.38,20661.2,Hybrid,Manual,2026,Premium|Commercial,Active
CAR-01216,New Zealand,Oceania,R6,Hulme,CanAm,15727.45,0.2728,4290.45,20017.9,Petrol,Manual,2022,Sports|Sedan,Pending_Launch
CAR-01217,France,Europe,R2,Renault,Megane,12999.18,0.2603,3383.69,16382.87,Diesel,Manual,2026,Electric-Vehicle|Sedan,Discontinued
CAR-01218,China,Asia,R1,BYD,Atto 3,26654.61,0.0948,2526.86,29181.47,Hybrid,Automatic,2023,SUV|Electric-Vehicle,Discontinued
CAR-01219,Australia,Oceania,R6,Holden,Colorado,37483.41,0.2073,7770.31,45253.72,Hybrid,Manual,2023,Luxury|Sedan,Active
CAR-01220,Canada,North America,R3,Campagna,T-Rex,37977.65,0.2564,9737.47,47715.12,Electric,Manual,2025,SUV|Sedan|Electric-Vehicle,Active
CAR-01221,South Africa,Africa,R5,Birkin,S3,15250.63,0.2053,3130.95,18381.58,Diesel,Automatic,2025,Sedan,Pending_Launch
CAR-01222,Egypt,Africa,R5,EGA,7-Series Assy,21452.57,0.1452,3114.91,24567.48,Hybrid,Manual,2023,Sports|Economy,Active
CAR-01223,United Kingdom,Europe,R2,Aston Martin,DBX,306825.16,0.1527,46852.2,353677.36,Hybrid,Automatic,2023,SUV,Discontinued
CAR-01224,Australia,Oceania,R6,Holden,Colorado,19808.33,0.2466,4884.73,24693.06,Hybrid,Manual,2025,SUV|Economy,Active
CAR-01225,New Zealand,Oceania,R6,Hulme,CanAm,36523.18,0.0848,3097.17,39620.35,Diesel,Automatic,2026,Economy|Electric-Vehicle,Pending_Launch
CAR-01226,Germany,Europe,R2,Audi,A6,48287.58,0.1433,6919.61,55207.19,Diesel,Manual,2026,Commercial|Sedan,Pending_Launch
CAR-01227,New Zealand,Oceania,R6,Hulme,CanAm,32461.02,0.0972,3155.21,35616.23,Petrol,Manual,2023,SUV|Premium,Discontinued
CAR-01228,Germany,Europe,R2,BMW,X5,86237.32,0.1526,13159.82,99397.14,Electric,Automatic,2024,Sports|Sedan|Electric-Vehicle,Discontinued
CAR-01229,China,Asia,R1,NIO,ES8,35421.24,0.1104,3910.5,39331.74,Hybrid,Manual,2026,Electric-Vehicle,Active
CAR-01230,Australia,Oceania,R6,Holden,Commodore,37379.24,0.2128,7954.3,45333.54,Diesel,Automatic,2025,Premium,Discontinued
CAR-01231,Argentina,South America,R4,Purasangre,Sprint,31945.59,0.1972,6299.67,38245.26,Electric,Automatic,2025,Economy|Electric-Vehicle,Active
CAR-01232,Brazil,South America,R4,Troller,T4,35048.76,0.0938,3287.57,38336.33,Diesel,Automatic,2023,Luxury|Sports,Active
CAR-01233,Mexico,North America,R3,Mastretta,MXT,21222.51,0.2767,5872.27,27094.78,Hybrid,Manual,2024,Electric-Vehicle,Active
CAR-01234,USA,North America,R3,Chevrolet,Malibu,37532.95,0.2609,9792.35,47325.3,Petrol,Automatic,2023,SUV|Economy,Pending_Launch
CAR-01235,Canada,North America,R3,Campagna,T-Rex,37900.0,0.1475,5590.25,43490.25,Electric,Automatic,2023,SUV|Sports|Electric-Vehicle,Active
CAR-01236,India,Asia,R1,Maruti Suzuki,Swift,19870.47,0.1199,2382.47,22252.94,Hybrid,Automatic,2025,Sports|Sedan,Discontinued
CAR-01237,Mexico,North America,R3,Mastretta,MXT,22587.07,0.1484,3351.92,25938.99,Electric,Automatic,2022,Electric-Vehicle|Sedan,Discontinued
CAR-01238,Egypt,Africa,R5,EGA,7-Series Assy,34398.46,0.2592,8916.08,43314.54,Petrol,Manual,2023,Premium|Commercial,Active
CAR-01239,Brazil,South America,R4,Troller,T4,26869.63,0.1274,3423.19,30292.82,Petrol,Manual,2026,Premium,Discontinued
CAR-01240,South Korea,Asia,R1,Hyundai,Creta,28279.29,0.2543,7191.42,35470.71,Hybrid,Automatic,2022,Premium|Commercial,Active
CAR-01241,Germany,Europe,R2,BMW,3 Series,50206.61,0.2237,11231.22,61437.83,Petrol,Manual,2022,Sports|Sedan,Active
CAR-01242,South Korea,Asia,R1,Kia,Sorento,28261.75,0.1185,3349.02,31610.77,Diesel,Automatic,2026,Economy|Electric-Vehicle,Discontinued
CAR-01243,Japan,Asia,R1,Subaru,Outback,25197.19,0.0959,2416.41,27613.6,Diesel,Automatic,2022,Economy|Electric-Vehicle,Active
CAR-01244,South Korea,Asia,R1,Hyundai,Sonata,34064.02,0.2313,7879.01,41943.03,Diesel,Manual,2026,Commercial|Sedan,Discontinued
CAR-01245,South Africa,Africa,R5,Birkin,S3,23089.61,0.2449,5654.65,28744.26,Diesel,Manual,2024,Luxury|Sports,Discontinued
CAR-01246,France,Europe,R2,Peugeot,208,13632.36,0.1488,2028.5,15660.86,Petrol,Automatic,2025,Premium|Commercial,Pending_Launch
CAR-01247,India,Asia,R1,Maruti Suzuki,Swift,20278.35,0.2343,4751.22,25029.57,Electric,Manual,2025,Sports|Electric-Vehicle,Discontinued
CAR-01248,Brazil,South America,R4,Troller,T4,24992.07,0.2327,5815.65,30807.72,Electric,Manual,2024,Economy|Electric-Vehicle,Pending_Launch
CAR-01249,South Africa,Africa,R5,Birkin,S3,20433.56,0.2393,4889.75,25323.31,Hybrid,Automatic,2023,Commercial|Sedan,Active
CAR-01250,Argentina,South America,R4,Purasangre,Sprint,34707.41,0.2377,8249.95,42957.36,Hybrid,Manual,2023,Premium|Sedan,Pending_Launch
CAR-01251,Germany,Europe,R2,BMW,5 Series,45216.54,0.1583,7157.78,52374.32,Diesel,Automatic,2023,SUV|Premium,Discontinued
CAR-01252,Canada,North America,R3,Campagna,T-Rex,16938.6,0.2014,3411.43,20350.03,Hybrid,Automatic,2022,Commercial|Sedan,Discontinued
CAR-01253,Brazil,South America,R4,Troller,T4,36776.71,0.2212,8135.01,44911.72,Electric,Manual,2025,Luxury|Economy|Electric-Vehicle,Active
CAR-01254,Australia,Oceania,R6,Holden,Colorado,28419.22,0.1477,4197.52,32616.74,Electric,Automatic,2024,Electric-Vehicle,Pending_Launch
CAR-01255,Mexico,North America,R3,Mastretta,MXT,21608.76,0.2741,5922.96,27531.72,Petrol,Manual,2024,Sedan,Active
CAR-01256,Italy,Europe,R2,Ferrari,Roma,333147.58,0.2745,91449.01,424596.59,Electric,Automatic,2023,SUV|Electric-Vehicle,Active
CAR-01257,Mexico,North America,R3,Mastretta,MXT,33146.37,0.1298,4302.4,37448.77,Hybrid,Manual,2023,SUV|Luxury,Discontinued
CAR-01258,Mexico,North America,R3,Mastretta,MXT,24029.92,0.2601,6250.18,30280.1,Electric,Manual,2023,Commercial|Sedan|Electric-Vehicle,Discontinued
CAR-01259,Brazil,South America,R4,Troller,T4,18411.23,0.2066,3803.76,22214.99,Electric,Automatic,2024,Commercial|Sedan|Electric-Vehicle,Active
CAR-01260,Mexico,North America,R3,Mastretta,MXT,27724.05,0.1873,5192.71,32916.76,Diesel,Manual,2026,SUV|Premium,Active
CAR-01261,New Zealand,Oceania,R6,Hulme,CanAm,32558.44,0.1646,5359.12,37917.56,Petrol,Automatic,2022,SUV|Economy,Active
CAR-01262,South Africa,Africa,R5,Birkin,S3,24088.43,0.262,6311.17,30399.6,Diesel,Automatic,2025,Sports|Electric-Vehicle,Pending_Launch
CAR-01263,Mexico,North America,R3,Mastretta,MXT,23854.52,0.1196,2853.0,26707.52,Hybrid,Automatic,2022,Economy,Active
CAR-01264,Japan,Asia,R1,Nissan,Leaf,21589.37,0.1431,3089.44,24678.81,Hybrid,Manual,2023,Sports,Discontinued
CAR-01265,Mexico,North America,R3,Mastretta,MXT,20424.37,0.2313,4724.16,25148.53,Petrol,Manual,2022,Sports,Discontinued
CAR-01266,South Korea,Asia,R1,Hyundai,Sonata,14658.58,0.1127,1652.02,16310.6,Diesel,Manual,2022,Luxury|Commercial,Discontinued
CAR-01267,South Africa,Africa,R5,Birkin,S3,24803.85,0.189,4687.93,29491.78,Hybrid,Automatic,2023,Sports|Electric-Vehicle,Active
CAR-01268,Egypt,Africa,R5,EGA,7-Series Assy,31831.87,0.2537,8075.75,39907.62,Diesel,Manual,2022,Sports|Premium,Active
CAR-01269,Italy,Europe,R2,Ferrari,296 GTB,158435.18,0.2317,36709.43,195144.61,Diesel,Manual,2025,SUV|Electric-Vehicle,Pending_Launch
CAR-01270,India,Asia,R1,Maruti Suzuki,Brezza,24797.91,0.2139,5304.27,30102.18,Hybrid,Manual,2023,Premium|Electric-Vehicle,Active
CAR-01271,Australia,Oceania,R6,Holden,Colorado,30247.43,0.1963,5937.57,36185.0,Electric,Manual,2026,Economy|Sedan|Electric-Vehicle,Active
CAR-01272,Canada,North America,R3,Campagna,T-Rex,25282.87,0.112,2831.68,28114.55,Diesel,Automatic,2025,SUV,Discontinued
CAR-01273,China,Asia,R1,NIO,ET7,23742.89,0.1691,4014.92,27757.81,Hybrid,Manual,2023,Premium|Economy,Active
CAR-01274,United Kingdom,Europe,R2,Aston Martin,DBX,299454.61,0.2466,73845.51,373300.12,Diesel,Automatic,2023,SUV|Premium,Pending_Launch
CAR-01275,USA,North America,R3,Chevrolet,Silverado,20057.44,0.1233,2473.08,22530.52,Diesel,Automatic,2024,Luxury|Economy,Discontinued
CAR-01276,Egypt,Africa,R5,EGA,7-Series Assy,35941.29,0.176,6325.67,42266.96,Electric,Manual,2022,Premium|Electric-Vehicle,Active
CAR-01277,Japan,Asia,R1,Toyota,RAV4,36184.15,0.1407,5091.11,41275.26,Hybrid,Manual,2023,SUV|Premium,Pending_Launch
CAR-01278,South Africa,Africa,R5,Birkin,S3,19279.45,0.2107,4062.18,23341.63,Electric,Manual,2025,Luxury|SUV|Electric-Vehicle,Discontinued
CAR-01279,United Kingdom,Europe,R2,Jaguar,I-Pace,31350.77,0.2164,6784.31,38135.08,Petrol,Automatic,2023,Premium|Economy,Pending_Launch
CAR-01280,Egypt,Africa,R5,EGA,7-Series Assy,12586.53,0.1926,2424.17,15010.7,Petrol,Manual,2022,Economy|Sedan,Discontinued
CAR-01281,Japan,Asia,R1,Subaru,Forester,33591.73,0.1625,5458.66,39050.39,Petrol,Manual,2024,Luxury|Sports,Discontinued
CAR-01282,Australia,Oceania,R6,Holden,Colorado,12634.73,0.1344,1698.11,14332.84,Diesel,Manual,2022,Sports|Commercial,Pending_Launch
CAR-01283,South Africa,Africa,R5,Birkin,S3,30604.8,0.2285,6993.2,37598.0,Electric,Automatic,2026,SUV|Premium|Electric-Vehicle,Discontinued
CAR-01284,France,Europe,R2,Renault,Captur,35447.34,0.2252,7982.74,43430.08,Diesel,Automatic,2026,SUV|Sports,Active
CAR-01285,Argentina,South America,R4,Purasangre,Sprint,37571.33,0.2335,8772.91,46344.24,Diesel,Automatic,2022,Sports|Sedan,Discontinued
CAR-01286,USA,North America,R3,Chevrolet,Malibu,36042.7,0.2091,7536.53,43579.23,Hybrid,Manual,2023,Luxury|SUV,Pending_Launch
CAR-01287,Mexico,North America,R3,Mastretta,MXT,37408.03,0.2385,8921.82,46329.85,Hybrid,Manual,2026,Luxury|Commercial,Pending_Launch
CAR-01288,Japan,Asia,R1,Toyota,Land Cruiser,12105.05,0.2669,3230.84,15335.89,Diesel,Manual,2022,Sports|Commercial,Discontinued
CAR-01289,Mexico,North America,R3,Mastretta,MXT,25601.15,0.2439,6244.12,31845.27,Diesel,Automatic,2023,Sports,Active
CAR-01290,Egypt,Africa,R5,EGA,7-Series Assy,30621.25,0.2586,7918.66,38539.91,Petrol,Automatic,2023,Premium|Economy,Discontinued
CAR-01291,Argentina,South America,R4,Purasangre,Sprint,26091.14,0.0993,2590.85,28681.99,Diesel,Manual,2023,SUV|Premium,Active
CAR-01292,South Korea,Asia,R1,Hyundai,Tucson,23767.58,0.1038,2467.07,26234.65,Electric,Automatic,2025,Premium|Electric-Vehicle,Discontinued
CAR-01293,Brazil,South America,R4,Troller,T4,23141.62,0.1979,4579.73,27721.35,Hybrid,Manual,2024,Luxury|Sports,Discontinued
CAR-01294,Brazil,South America,R4,Troller,T4,30216.42,0.2522,7620.58,37837.0,Hybrid,Manual,2025,Electric-Vehicle|Sedan,Discontinued
CAR-01295,India,Asia,R1,Mahindra,XUV700,37031.97,0.2318,8584.01,45615.98,Petrol,Automatic,2022,SUV|Premium,Active
CAR-01296,Egypt,Africa,R5,EGA,7-Series Assy,18275.84,0.2768,5058.75,23334.59,Petrol,Automatic,2023,SUV|Commercial,Discontinued
CAR-01297,South Africa,Africa,R5,Birkin,S3,29779.42,0.1987,5917.17,35696.59,Petrol,Automatic,2026,Premium|Economy,Discontinued
CAR-01298,Argentina,South America,R4,Purasangre,Sprint,27227.19,0.2196,5979.09,33206.28,Hybrid,Manual,2022,Luxury|SUV,Active
CAR-01299,Canada,North America,R3,Campagna,T-Rex,14851.54,0.111,1648.52,16500.06,Petrol,Manual,2023,Economy|Sedan,Discontinued
CAR-01300,Argentina,South America,R4,Purasangre,Sprint,16749.62,0.148,2478.94,19228.56,Hybrid,Manual,2022,Sports|Commercial,Active
CAR-01301,France,Europe,R2,Peugeot,208,31249.27,0.2693,8415.43,39664.7,Petrol,Automatic,2022,Commercial|Sedan,Discontinued
CAR-01302,New Zealand,Oceania,R6,Hulme,CanAm,22884.24,0.0867,1984.06,24868.3,Hybrid,Automatic,2024,Premium,Pending_Launch
CAR-01303,Australia,Oceania,R6,Holden,Commodore,35572.02,0.2551,9074.42,44646.44,Petrol,Manual,2023,Economy|Electric-Vehicle,Pending_Launch
CAR-01304,Egypt,Africa,R5,EGA,7-Series Assy,24424.87,0.2742,6697.3,31122.17,Diesel,Automatic,2023,Premium,Active
CAR-01305,Canada,North America,R3,Campagna,T-Rex,12291.03,0.092,1130.77,13421.8,Petrol,Manual,2022,SUV|Electric-Vehicle,Pending_Launch
CAR-01306,Canada,North America,R3,Campagna,T-Rex,35939.02,0.2521,9060.23,44999.25,Diesel,Manual,2022,Sports|Sedan,Active
CAR-01307,France,Europe,R2,Renault,Captur,28468.31,0.1883,5360.58,33828.89,Petrol,Manual,2022,Sports|Commercial,Active
CAR-01308,Australia,Oceania,R6,Holden,Commodore,18423.76,0.2307,4250.36,22674.12,Electric,Manual,2022,Commercial|Sedan|Electric-Vehicle,Discontinued
CAR-01309,Mexico,North America,R3,Mastretta,MXT,17007.75,0.2253,3831.85,20839.6,Electric,Automatic,2023,Commercial|Sedan|Electric-Vehicle,Active
CAR-01310,Australia,Oceania,R6,Holden,Commodore,18274.86,0.1843,3368.06,21642.92,Hybrid,Manual,2026,Premium|Sedan,Active
CAR-01311,South Korea,Asia,R1,Hyundai,Elantra,21607.55,0.1587,3429.12,25036.67,Hybrid,Automatic,2024,SUV|Electric-Vehicle,Discontinued
CAR-01312,Australia,Oceania,R6,Holden,Colorado,31692.86,0.2479,7856.66,39549.52,Diesel,Automatic,2026,SUV|Sports,Discontinued
CAR-01313,New Zealand,Oceania,R6,Hulme,CanAm,28357.16,0.2668,7565.69,35922.85,Electric,Manual,2026,SUV|Luxury|Electric-Vehicle,Active
CAR-01314,United Kingdom,Europe,R2,Land Rover,Discovery,16988.01,0.147,2497.24,19485.25,Hybrid,Automatic,2023,SUV|Sedan,Pending_Launch
CAR-01315,Germany,Europe,R2,Mercedes-Benz,E-Class,77790.69,0.1523,11847.52,89638.21,Electric,Manual,2022,Commercial|Electric-Vehicle,Active
CAR-01316,Canada,North America,R3,Campagna,T-Rex,27551.41,0.2067,5694.88,33246.29,Electric,Manual,2023,Luxury|Commercial|Electric-Vehicle,Discontinued
CAR-01317,Argentina,South America,R4,Purasangre,Sprint,36244.58,0.1718,6226.82,42471.4,Electric,Manual,2025,SUV|Premium|Electric-Vehicle,Active
CAR-01318,Argentina,South America,R4,Purasangre,Sprint,16912.13,0.2668,4512.16,21424.29,Hybrid,Automatic,2026,Luxury|Electric-Vehicle,Discontinued
CAR-01319,South Africa,Africa,R5,Birkin,S3,13325.82,0.1655,2205.42,15531.24,Hybrid,Manual,2023,Sedan,Active
CAR-01320,France,Europe,R2,Peugeot,3008,31763.23,0.2788,8855.59,40618.82,Petrol,Manual,2023,SUV|Electric-Vehicle,Discontinued
CAR-01321,China,Asia,R1,NIO,EC6,23004.86,0.088,2024.43,25029.29,Petrol,Manual,2024,Luxury|Premium,Pending_Launch
CAR-01322,Canada,North America,R3,Campagna,T-Rex,17992.7,0.2037,3665.11,21657.81,Electric,Automatic,2026,Commercial|Economy|Electric-Vehicle,Pending_Launch
CAR-01323,Mexico,North America,R3,Mastretta,MXT,32948.47,0.245,8072.38,41020.85,Diesel,Manual,2026,Luxury|Premium,Pending_Launch
CAR-01324,USA,North America,R3,Jeep,Grand Cherokee,14487.78,0.2491,3608.91,18096.69,Diesel,Manual,2023,Economy|Sedan,Active
CAR-01325,USA,North America,R3,Ford,Mustang,18208.04,0.1417,2580.08,20788.12,Hybrid,Automatic,2025,Premium|Economy,Active
CAR-01326,Egypt,Africa,R5,EGA,7-Series Assy,31218.27,0.1569,4898.15,36116.42,Hybrid,Manual,2025,SUV|Electric-Vehicle,Pending_Launch
CAR-01327,South Africa,Africa,R5,Birkin,S3,12538.61,0.1815,2275.76,14814.37,Hybrid,Automatic,2022,SUV|Electric-Vehicle,Pending_Launch
CAR-01328,Argentina,South America,R4,Purasangre,Sprint,17385.4,0.1428,2482.64,19868.04,Hybrid,Automatic,2025,SUV|Economy,Active
CAR-01329,Australia,Oceania,R6,Holden,Commodore,28782.41,0.0929,2673.89,31456.3,Petrol,Automatic,2025,SUV|Electric-Vehicle,Active
CAR-01330,South Africa,Africa,R5,Birkin,S3,14325.98,0.131,1876.7,16202.68,Diesel,Automatic,2023,SUV|Luxury,Discontinued
CAR-01331,France,Europe,R2,Peugeot,5008,28770.23,0.1998,5748.29,34518.52,Diesel,Manual,2022,Luxury|SUV,Active
CAR-01332,France,Europe,R2,Peugeot,5008,30078.13,0.09,2707.03,32785.16,Petrol,Automatic,2024,SUV|Sedan,Discontinued
CAR-01333,France,Europe,R2,Peugeot,3008,20101.56,0.1841,3700.7,23802.26,Diesel,Manual,2023,Electric-Vehicle,Pending_Launch
CAR-01334,Canada,North America,R3,Campagna,T-Rex,35267.97,0.1272,4486.09,39754.06,Diesel,Manual,2026,Premium,Active
CAR-01335,China,Asia,R1,Geely,Coolray,31782.37,0.2246,7138.32,38920.69,Diesel,Manual,2024,Premium|Economy,Active
CAR-01336,New Zealand,Oceania,R6,Hulme,CanAm,22238.95,0.1134,2521.9,24760.85,Hybrid,Manual,2024,Commercial|Economy,Pending_Launch
CAR-01337,USA,North America,R3,Jeep,Grand Cherokee,23828.55,0.222,5289.94,29118.49,Diesel,Manual,2025,Sports|Commercial,Active
CAR-01338,Germany,Europe,R2,Volkswagen,Tiguan,23980.09,0.2398,5750.43,29730.52,Hybrid,Automatic,2026,Luxury|Sedan,Pending_Launch
CAR-01339,Brazil,South America,R4,Troller,T4,25610.23,0.1615,4136.05,29746.28,Hybrid,Manual,2024,Commercial|Economy,Pending_Launch
CAR-01340,Canada,North America,R3,Campagna,T-Rex,21946.88,0.1399,3070.37,25017.25,Petrol,Automatic,2025,Commercial|Sedan,Active
CAR-01341,Germany,Europe,R2,Audi,A6,75698.92,0.1404,10628.13,86327.05,Diesel,Manual,2024,Premium|Economy,Discontinued
CAR-01342,Australia,Oceania,R6,Holden,Colorado,30535.15,0.1543,4711.57,35246.72,Diesel,Automatic,2023,Luxury|Economy,Active
CAR-01343,China,Asia,R1,Geely,Boyue,13381.1,0.173,2314.93,15696.03,Hybrid,Automatic,2026,SUV|Premium,Pending_Launch
CAR-01344,Australia,Oceania,R6,Holden,Colorado,13761.65,0.1463,2013.33,15774.98,Electric,Manual,2026,Premium|Electric-Vehicle,Pending_Launch
CAR-01345,USA,North America,R3,Ford,Mustang,25247.17,0.2061,5203.44,30450.61,Electric,Manual,2025,SUV|Sedan|Electric-Vehicle,Pending_Launch
CAR-01346,Brazil,South America,R4,Troller,T4,21567.16,0.2402,5180.43,26747.59,Petrol,Automatic,2022,Commercial|Sedan,Pending_Launch
CAR-01347,New Zealand,Oceania,R6,Hulme,CanAm,36256.64,0.1556,5641.53,41898.17,Hybrid,Automatic,2022,Commercial|Economy,Active
CAR-01348,Argentina,South America,R4,Purasangre,Sprint,17726.18,0.0888,1574.08,19300.26,Petrol,Manual,2023,Economy|Electric-Vehicle,Discontinued
CAR-01349,South Africa,Africa,R5,Birkin,S3,12014.74,0.0932,1119.77,13134.51,Petrol,Automatic,2025,Sports|Commercial,Active
CAR-01350,France,Europe,R2,Renault,Clio,14079.21,0.1719,2420.22,16499.43,Electric,Automatic,2026,Luxury|Commercial|Electric-Vehicle,Discontinued
CAR-01351,Mexico,North America,R3,Mastretta,MXT,29361.55,0.2471,7255.24,36616.79,Electric,Manual,2024,Premium|Economy|Electric-Vehicle,Discontinued
CAR-01352,Mexico,North America,R3,Mastretta,MXT,37291.79,0.2783,10378.31,47670.1,Petrol,Automatic,2026,SUV|Commercial,Active
CAR-01353,Italy,Europe,R2,Fiat,500,24073.04,0.1107,2664.89,26737.93,Petrol,Automatic,2024,Sedan,Pending_Launch
